index,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2011-01-01,20.827792413980205,-2640.6880721501852,4681.157053068821,20.827792413980205,20.827792413980205,1000.7429285987671,1000.7429285987671,1000.7429285987671,1249.872587502123,1249.872587502123,1249.872587502123,1098.346849207353,1098.346849207353,1098.346849207353,-515.4345318322838,-515.4345318322838,-515.4345318322838,-832.0419762784253,-832.0419762784253,-832.0419762784253,0.0,0.0,0.0,1021.5707210127473
1,2011-01-02,21.619652224315445,-3642.306800616519,3765.527033569024,21.619652224315445,21.619652224315445,165.58655434630862,165.58655434630862,165.58655434630862,1249.872587502123,1249.872587502123,1249.872587502123,975.0556580540359,975.0556580540359,975.0556580540359,-2077.086765845687,-2077.086765845687,-2077.086765845687,17.745074635834403,17.745074635834403,17.745074635834403,0.0,0.0,0.0,187.20620657062406
2,2011-01-03,22.411512034650684,-3056.198940671746,3662.7848636657845,22.411512034650684,22.411512034650684,114.3322056011498,114.3322056011498,114.3322056011498,1249.872587502123,1249.872587502123,1249.872587502123,456.61060190034095,456.61060190034095,456.61060190034095,969.4336225671552,969.4336225671552,969.4336225671552,-2561.5846063684685,-2561.5846063684685,-2561.5846063684685,0.0,0.0,0.0,136.74371763580046
3,2011-01-04,23.203371844985927,-2507.6632130455714,4498.1054315128285,23.203371844985927,23.203371844985927,1026.7701615029935,1026.7701615029935,1026.7701615029935,1249.872587502123,1249.872587502123,1249.872587502123,317.7730370025116,317.7730370025116,317.7730370025116,934.7165038946064,934.7165038946064,934.7165038946064,-1475.5919668962465,-1475.5919668962465,-1475.5919668962465,0.0,0.0,0.0,1049.9735333479794
4,2011-01-05,23.99523165532117,-2737.2110405543663,4037.8190829245827,23.99523165532117,23.99523165532117,538.2441946553787,538.2441946553787,538.2441946553787,1249.872587502123,1249.872587502123,1249.872587502123,-137.8228052642586,-137.8228052642586,-137.8228052642586,899.1369989897473,899.1369989897473,899.1369989897473,-1472.9425865722324,-1472.9425865722324,-1472.9425865722324,0.0,0.0,0.0,562.2394263106999
5,2011-01-06,24.78709146565641,-2089.8272011201652,4936.064682850925,24.78709146565641,24.78709146565641,1456.5912976490713,1456.5912976490713,1456.5912976490713,1249.872587502123,1249.872587502123,1249.872587502123,273.43298858155345,273.43298858155345,273.43298858155345,1423.3978002671163,1423.3978002671163,1423.3978002671163,-1490.1120787017196,-1490.1120787017196,-1490.1120787017196,0.0,0.0,0.0,1481.3783891147277
6,2011-01-07,25.57895127599165,-660.609734688476,6509.319705331071,25.57895127599165,25.57895127599165,2835.4426746923614,2835.4426746923614,2835.4426746923614,1249.872587502123,1249.872587502123,1249.872587502123,1246.6858231456422,1246.6858231456422,1246.6858231456422,1282.205742789005,1282.205742789005,1282.205742789005,-943.3214787444081,-943.3214787444081,-943.3214787444081,0.0,0.0,0.0,2861.021625968353
7,2011-01-08,26.37081108632689,-3717.983378428136,3333.0899384010954,26.37081108632689,26.37081108632689,-197.26987616952073,-197.26987616952073,-197.26987616952073,1249.872587502123,1249.872587502123,1249.872587502123,286.23801342059454,286.23801342059454,286.23801342059454,-515.434531827503,-515.434531827503,-515.434531827503,-1217.9459452647357,-1217.9459452647357,-1217.9459452647357,0.0,0.0,0.0,-170.89906508319385
8,2011-01-09,27.162670872662883,-4488.171041386704,2392.469466727978,27.162670872662883,27.162670872662883,-866.8537409693748,-866.8537409693748,-866.8537409693748,1249.872587502123,1249.872587502123,1249.872587502123,440.8314576592171,440.8314576592171,440.8314576592171,-2077.086765847253,-2077.086765847253,-2077.086765847253,-480.4710202834637,-480.4710202834637,-480.4710202834637,0.0,0.0,0.0,-839.691070096712
9,2011-01-10,27.954530658998884,-1918.9258240614183,5408.854318459091,27.954530658998884,27.954530658998884,1658.9420938690355,1658.9420938690355,1658.9420938690355,1249.872587502123,1249.872587502123,1249.872587502123,383.95030197849513,383.95030197849513,383.95030197849513,969.4336225759582,969.4336225759582,969.4336225759582,-944.3144181875398,-944.3144181875398,-944.3144181875398,0.0,0.0,0.0,1686.8966245280344
10,2011-01-11,28.746390445334875,-3072.9449370540856,3899.562835480177,28.746390445334875,28.746390445334875,423.6703556645546,423.6703556645546,423.6703556645546,1249.872587502123,1249.872587502123,1249.872587502123,1318.3447687001387,1318.3447687001387,1318.3447687001387,934.7165039353313,934.7165039353313,934.7165039353313,-3079.263504473038,-3079.263504473038,-3079.263504473038,0.0,0.0,0.0,452.4167461098895
11,2011-01-12,29.53825023167087,-1656.5705304951166,5402.799445675564,29.53825023167087,29.53825023167087,1806.1174827140387,1806.1174827140387,1806.1174827140387,1249.872587502123,1249.872587502123,1249.872587502123,924.9026338619032,924.9026338619032,924.9026338619032,899.1369989964913,899.1369989964913,899.1369989964913,-1267.794737646478,-1267.794737646478,-1267.794737646478,0.0,0.0,0.0,1835.6557329457096
12,2011-01-13,30.330110018006867,-83.37388787579908,6448.8868024775475,30.330110018006867,30.330110018006867,3088.556967120806,3088.556967120806,3088.556967120806,1249.872587502123,1249.872587502123,1249.872587502123,690.2730923991734,690.2730923991734,690.2730923991734,1423.3978002596211,1423.3978002596211,1423.3978002596211,-274.98651304011116,-274.98651304011116,-274.98651304011116,0.0,0.0,0.0,3118.887077138813
13,2011-01-14,31.121969804342864,-1754.7765804988276,4928.240469470314,31.121969804342868,31.121969804342868,1523.4760047777995,1523.4760047777995,1523.4760047777995,1249.872587502123,1249.872587502123,1249.872587502123,746.3072195211787,746.3072195211787,746.3072195211787,1282.2057428078833,1282.2057428078833,1282.2057428078833,-1754.9095450533844,-1754.9095450533844,-1754.9095450533844,0.0,0.0,0.0,1554.5979745821423
14,2011-01-15,31.91382959067886,-2954.287481539415,3732.145002776492,31.91382959067886,31.91382959067886,458.51083116046124,458.51083116046124,458.51083116046124,1249.872587502123,1249.872587502123,1249.872587502123,-170.14060517453078,-170.14060517453078,-170.14060517453078,-515.434531848305,-515.434531848305,-515.434531848305,-105.78661931882615,-105.78661931882615,-105.78661931882615,0.0,0.0,0.0,490.4246607511401
15,2011-01-16,32.70568937701485,-5883.540040164101,1108.7339595677392,32.70568937701485,32.70568937701485,-2454.4928972796,-2454.4928972796,-2454.4928972796,1249.872587502123,1249.872587502123,1249.872587502123,-449.80272527521987,-449.80272527521987,-449.80272527521987,-2077.0867658429756,-2077.0867658429756,-2077.0867658429756,-1177.475993663531,-1177.475993663531,-1177.475993663531,0.0,0.0,0.0,-2421.787207902585
