index,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
24,2011-01-25,64.60647458384624,-3277.1247670441,2381.7880159640476,64.60647458384624,64.60647458384624,-491.660690982482,-491.660690982482,-491.660690982482,701.9639963813261,701.9639963813261,701.9639963813261,29.527622509754135,29.527622509754135,29.527622509754135,515.5202245110496,515.5202245110496,515.5202245110496,-1738.672534384611,-1738.672534384611,-1738.672534384611,0.0,0.0,0.0,-427.05421639863573
25,2011-01-26,64.94184720249622,-2912.3426415055983,2726.129590058156,64.94184720249622,64.94184720249622,-104.83952922370749,-104.83952922370749,-104.83952922370749,701.9639963813261,701.9639963813261,701.9639963813261,429.2214204607266,429.2214204607266,429.2214204607266,530.6440142413685,530.6440142413685,530.6440142413685,-1766.6689603071284,-1766.6689603071284,-1766.6689603071284,0.0,0.0,0.0,-39.89768202121127
26,2011-01-27,65.27721982114619,-1900.656238599997,3635.695801578464,65.27721982114619,65.27721982114619,675.0418991618503,675.0418991618503,675.0418991618503,701.9639963813261,701.9639963813261,701.9639963813261,66.25027106578135,66.25027106578135,66.25027106578135,703.8918554579323,703.8918554579323,703.8918554579323,-797.0642237431894,-797.0642237431894,-797.0642237431894,0.0,0.0,0.0,740.3191189829965
27,2011-01-28,65.61259243979617,-2181.9762391869394,3559.2135208171776,65.61259243979617,65.61259243979617,620.0762642244514,620.0762642244514,620.0762642244514,701.9639963813261,701.9639963813261,701.9639963813261,-201.6767400847822,-201.6767400847822,-201.6767400847822,1018.3161462071181,1018.3161462071181,1018.3161462071181,-898.5271382792109,-898.5271382792109,-898.5271382792109,0.0,0.0,0.0,685.6888566642476
28,2011-01-29,65.94796505844614,-1125.3309588652826,4641.683012721404,65.94796505844614,65.94796505844614,1677.284035675367,1677.284035675367,1677.284035675367,701.9639963813261,701.9639963813261,701.9639963813261,0.12088512406962053,0.12088512406962053,0.12088512406962053,-234.38543044262923,-234.38543044262923,-234.38543044262923,1209.5845846126003,1209.5845846126003,1209.5845846126003,0.0,0.0,0.0,1743.2320007338133
29,2011-01-30,66.28333767709611,-3379.578398425755,2552.361169763092,66.28333767709611,66.28333767709611,-534.4884938507194,-534.4884938507194,-534.4884938507194,701.9639963813261,701.9639963813261,701.9639963813261,308.8468953288665,308.8468953288665,308.8468953288665,-1254.1698477271987,-1254.1698477271987,-1254.1698477271987,-291.1295378337133,-291.1295378337133,-291.1295378337133,0.0,0.0,0.0,-468.2051561736232
30,2011-01-31,66.6187102957461,-3314.6603174655556,2402.12167056286,66.6187102957461,66.6187102957461,-539.0976519253087,-539.0976519253087,-539.0976519253087,701.9639963813261,701.9639963813261,701.9639963813261,-70.32923701639969,-70.32923701639969,-70.32923701639969,358.09902928604475,358.09902928604475,358.09902928604475,-1528.83144057628,-1528.83144057628,-1528.83144057628,0.0,0.0,0.0,-472.4789416295626
31,2011-02-01,66.95408280303944,-3016.322533108531,2825.7510035631853,66.95408280303944,66.95408280303944,-210.38074025064097,-210.38074025064097,-210.38074025064097,701.9639963813261,701.9639963813261,701.9639963813261,-320.45005948555405,-320.45005948555405,-320.45005948555405,515.5202245147245,515.5202245147245,515.5202245147245,-1107.4149016611364,-1107.4149016611364,-1107.4149016611364,0.0,0.0,0.0,-143.42665744760154
32,2011-02-02,67.28945531033278,-2761.136858079997,2977.8263698723754,67.28945531033278,67.28945531033278,127.60455715437858,127.60455715437858,127.60455715437858,701.9639963813261,701.9639963813261,701.9639963813261,18.472066468875287,18.472066468875287,18.472066468875287,530.64401423311,530.64401423311,530.64401423311,-1123.475519928932,-1123.475519928932,-1123.475519928932,0.0,0.0,0.0,194.89401246471135
33,2011-02-03,67.62482781762613,-2828.34205921379,3077.12566463052,67.62482781762613,67.62482781762613,149.9340793129093,149.9340793129093,149.9340793129093,701.9639963813261,701.9639963813261,701.9639963813261,-53.60009023730639,-53.60009023730639,-53.60009023730639,703.8918554505036,703.8918554505036,703.8918554505036,-1202.3216822816132,-1202.3216822816132,-1202.3216822816132,0.0,0.0,0.0,217.55890713053543
34,2011-02-04,67.96020032491948,-1247.6288695329952,4583.470559274364,67.96020032491948,67.96020032491948,1444.4826373826272,1444.4826373826272,1444.4826373826272,701.9639963813261,701.9639963813261,701.9639963813261,32.77520749924545,32.77520749924545,32.77520749924545,1018.3161462014141,1018.3161462014141,1018.3161462014141,-308.5727126993593,-308.5727126993593,-308.5727126993593,0.0,0.0,0.0,1512.4428377075467
35,2011-02-05,68.29557283221283,-2818.311137496137,2770.096002242705,68.29557283221283,68.29557283221283,-131.6764151439483,-131.6764151439483,-131.6764151439483,701.9639963813261,701.9639963813261,701.9639963813261,189.65272790476004,189.65272790476004,189.65272790476004,-234.38543042473273,-234.38543042473273,-234.38543042473273,-788.9077090053016,-788.9077090053016,-788.9077090053016,0.0,0.0,0.0,-63.38084231173548
36,2011-02-06,68.63094533950617,-2807.1838942831027,2765.287032686614,68.63094533950617,68.63094533950617,0.6679667834539761,0.6679667834539761,0.6679667834539761,701.9639963813261,701.9639963813261,701.9639963813261,-294.59443528186006,-294.59443528186006,-294.59443528186006,-1254.1698477224272,-1254.1698477224272,-1254.1698477224272,847.4682534064153,847.4682534064153,847.4682534064153,0.0,0.0,0.0,69.29891212296015
37,2011-02-07,68.96631784679951,-2210.400429629667,3395.0927663057173,68.96631784679951,68.96631784679951,545.1158425794052,545.1158425794052,545.1158425794052,701.9639963813261,701.9639963813261,701.9639963813261,368.8300505008334,368.8300505008334,368.8300505008334,358.09902929119363,358.09902929119363,358.09902929119363,-883.7772335939478,-883.7772335939478,-883.7772335939478,0.0,0.0,0.0,614.0821604262047
38,2011-02-08,69.3016910034015,-1678.2008324652077,4014.010455174746,69.3016910034015,69.3016910034015,1022.428084899849,1022.428084899849,1022.428084899849,701.9639963813261,701.9639963813261,701.9639963813261,535.9614962406375,535.9614962406375,535.9614962406375,515.5202244994912,515.5202244994912,515.5202244994912,-731.0176322216058,-731.0176322216058,-731.0176322216058,0.0,0.0,0.0,1091.7297759032504
39,2011-02-09,69.63706416000348,-2052.8532184717437,3651.1621227454157,69.63706416000348,69.63706416000348,914.6675028573507,914.6675028573507,914.6675028573507,701.9639963813261,701.9639963813261,701.9639963813261,413.8970002578244,413.8970002578244,413.8970002578244,530.6440142376913,530.6440142376913,530.6440142376913,-731.8375080194907,-731.8375080194907,-731.8375080194907,0.0,0.0,0.0,984.3045670173541
40,2011-02-10,69.97243731660546,-2197.6730079313484,3513.7819997687516,69.97243731660546,69.97243731660546,688.205732426584,688.205732426584,688.205732426584,701.9639963813261,701.9639963813261,701.9639963813261,104.9675476814376,104.9675476814376,104.9675476814376,703.891855458919,703.891855458919,703.891855458919,-822.6176670950988,-822.6176670950988,-822.6176670950988,0.0,0.0,0.0,758.1781697431894
41,2011-02-11,70.30781047320744,-2148.5267123284575,3435.197990562104,70.30781047320744,70.30781047320744,503.1727864507437,503.1727864507437,503.1727864507437,701.9639963813261,701.9639963813261,701.9639963813261,-236.31412279181924,-236.31412279181924,-236.31412279181924,1018.3161462000096,1018.3161462000096,1018.3161462000096,-980.7932333387735,-980.7932333387735,-980.7932333387735,0.0,0.0,0.0,573.4805969239511
42,2011-02-12,70.64318362980943,-1961.998126152545,3837.173331568823,70.64318362980943,70.64318362980943,698.5303189079533,698.5303189079533,698.5303189079533,701.9639963813261,701.9639963813261,701.9639963813261,-575.3303977340653,-575.3303977340653,-575.3303977340653,-234.38543043394492,-234.38543043394492,-234.38543043394492,806.2821506946374,806.2821506946374,806.2821506946374,0.0,0.0,0.0,769.1735025377627
43,2011-02-13,70.9785567864114,-4184.213660262826,1750.9854477212516,70.9785567864114,70.9785567864114,-1247.3702970487736,-1247.3702970487736,-1247.3702970487736,701.9639963813261,701.9639963813261,701.9639963813261,199.90408823366283,199.90408823366283,199.90408823366283,-1254.1698477218401,-1254.1698477218401,-1254.1698477218401,-895.0685339419225,-895.0685339419225,-895.0685339419225,0.0,0.0,0.0,-1176.3917402623622
44,2011-02-14,71.31392994301339,-1334.3222424527264,4294.396109051974,71.31392994301339,71.31392994301339,1329.2612240602841,1329.2612240602841,1329.2612240602841,701.9639963813261,701.9639963813261,701.9639963813261,192.84942431195216,192.84942431195216,192.84942431195216,358.09902926625,358.09902926625,358.09902926625,76.34877410075606,76.34877410075606,76.34877410075606,0.0,0.0,0.0,1400.5751540032975
45,2011-02-15,71.64930309961537,-2139.0428658715814,3715.7047139153337,71.64930309961537,71.64930309961537,677.2899942405913,677.2899942405913,677.2899942405913,701.9639963813261,701.9639963813261,701.9639963813261,-596.6279452107292,-596.6279452107292,-596.6279452107292,515.5202245059669,515.5202245059669,515.5202245059669,56.43371856402754,56.43371856402754,56.43371856402754,0.0,0.0,0.0,748.9392973402067
46,2011-02-16,71.98467647857292,-2281.5026818713777,3394.189893904957,71.98467647857292,71.98467647857292,415.19330025231534,415.19330025231534,415.19330025231534,701.9639963813261,701.9639963813261,701.9639963813261,215.8338832459869,215.8338832459869,215.8338832459869,530.6440142354338,530.6440142354338,530.6440142354338,-1033.248593610431,-1033.248593610431,-1033.248593610431,0.0,0.0,0.0,487.17797673088825
47,2011-02-17,72.32004985753046,-1881.9690651247913,3498.5173431781013,72.32004985753046,72.32004985753046,714.2511875344682,714.2511875344682,714.2511875344682,701.9639963813261,701.9639963813261,701.9639963813261,184.67007944182927,184.67007944182927,184.67007944182927,703.8918554655755,703.8918554655755,703.8918554655755,-876.2747437542625,-876.2747437542625,-876.2747437542625,0.0,0.0,0.0,786.5712373919986
48,2011-02-18,72.65542323648802,-1183.8444513024954,4578.513807085602,72.65542323648802,72.65542323648802,1643.1362890312068,1643.1362890312068,1643.1362890312068,701.9639963813261,701.9639963813261,701.9639963813261,-417.51270546713533,-417.51270546713533,-417.51270546713533,1018.316146213661,1018.316146213661,1018.316146213661,340.36885190335425,340.36885190335425,340.36885190335425,0.0,0.0,0.0,1715.791712267695
49,2011-02-19,72.99079661544556,-1529.3772243754395,4035.8443187807084,72.99079661544556,72.99079661544556,1045.3003583211316,1045.3003583211316,1045.3003583211316,701.9639963813261,701.9639963813261,701.9639963813261,84.785197265353,84.785197265353,84.785197265353,-234.38543043161118,-234.38543043161118,-234.38543043161118,492.9365951060639,492.9365951060639,492.9365951060639,0.0,0.0,0.0,1118.2911549365772
50,2011-02-21,73.66154337336067,-2884.9895915247625,2966.7071764728644,73.66154337336067,73.66154337336067,-252.98423811445946,-252.98423811445946,-252.98423811445946,701.9639963813261,701.9639963813261,701.9639963813261,-497.0695810593311,-497.0695810593311,-497.0695810593311,358.0990292877631,358.0990292877631,358.0990292877631,-815.9776827242176,-815.9776827242176,-815.9776827242176,0.0,0.0,0.0,-179.3226947410988
51,2011-02-22,73.99691675231821,-2440.1938974810096,3521.083774532109,73.99691675231821,73.99691675231821,438.3389482415094,438.3389482415094,438.3389482415094,701.9639963813261,701.9639963813261,701.9639963813261,-663.675005819259,-663.675005819259,-663.675005819259,515.5202245055813,515.5202245055813,515.5202245055813,-115.47026682613894,-115.47026682613894,-115.47026682613894,0.0,0.0,0.0,512.3358649938276
52,2011-02-23,74.33229013127576,-1487.6765487888897,4315.632380177472,74.33229013127576,74.33229013127576,1266.1560093662986,1266.1560093662986,1266.1560093662986,701.9639963813261,701.9639963813261,701.9639963813261,-497.28732803552765,-497.28732803552765,-497.28732803552765,530.6440142395815,530.6440142395815,530.6440142395815,530.8353267809191,530.8353267809191,530.8353267809191,0.0,0.0,0.0,1340.4882994975744
53,2011-02-24,74.66766339699473,-2019.806651673647,3917.0558371216603,74.66766339699473,74.66766339699473,730.8351692557228,730.8351692557228,730.8351692557228,701.9639963813261,701.9639963813261,701.9639963813261,-191.44155321399842,-191.44155321399842,-191.44155321399842,703.8918554539338,703.8918554539338,703.8918554539338,-483.5791293655388,-483.5791293655388,-483.5791293655388,0.0,0.0,0.0,805.5028326527175
54,2011-02-25,75.0030366627137,-2776.8342570527266,2908.796921685417,75.0030366627137,75.0030366627137,-55.81052176217783,-55.81052176217783,-55.81052176217783,701.9639963813261,701.9639963813261,701.9639963813261,-1144.5004753060261,-1144.5004753060261,-1144.5004753060261,1018.316146200147,1018.316146200147,1018.316146200147,-631.5901890376256,-631.5901890376256,-631.5901890376256,0.0,0.0,0.0,19.19251490053587
55,2011-02-26,75.33840992843267,-3368.4125528938025,2274.8890892288846,75.33840992843267,75.33840992843267,-589.343124206618,-589.343124206618,-589.343124206618,701.9639963813261,701.9639963813261,701.9639963813261,-209.49356851155943,-209.49356851155943,-209.49356851155943,-234.3854304443792,-234.3854304443792,-234.3854304443792,-847.4281216320055,-847.4281216320055,-847.4281216320055,0.0,0.0,0.0,-514.0047142781852
56,2011-02-27,75.67378319415164,-2692.880568037016,2912.534225626234,75.67378319415164,75.67378319415164,51.49473858415323,51.49473858415323,51.49473858415323,701.9639963813261,701.9639963813261,701.9639963813261,-1126.3541903058006,-1126.3541903058006,-1126.3541903058006,-1254.169847724888,-1254.169847724888,-1254.169847724888,1730.0547802335163,1730.0547802335163,1730.0547802335163,0.0,0.0,0.0,127.16852177830486
57,2011-02-28,76.00915645987061,-793.9922909232844,5015.939269118673,76.00915645987061,76.00915645987061,2149.423609216298,2149.423609216298,2149.423609216298,701.9639963813261,701.9639963813261,701.9639963813261,-1213.1217926648628,-1213.1217926648628,-1213.1217926648628,358.0990292870676,358.0990292870676,358.0990292870676,2302.482376212768,2302.482376212768,2302.482376212768,0.0,0.0,0.0,2225.4327656761684
58,2011-03-01,76.34452972558957,-2590.786069393716,3137.945723140909,76.34452972558957,76.34452972558957,214.21576017179473,214.21576017179473,214.21576017179473,701.9639963813261,701.9639963813261,701.9639963813261,-1121.335809821858,-1121.335809821858,-1121.335809821858,515.5202245111075,515.5202245111075,515.5202245111075,118.06734910121949,118.06734910121949,118.06734910121949,0.0,0.0,0.0,290.5602898973843
59,2011-03-02,76.67990299130854,-1682.687500949124,4108.617621632249,76.67990299130854,76.67990299130854,1027.2771990012084,1027.2771990012084,1027.2771990012084,701.9639963813261,701.9639963813261,701.9639963813261,-375.188693045596,-375.188693045596,-375.188693045596,530.6440142380854,530.6440142380854,530.6440142380854,169.85788142739284,169.85788142739284,169.85788142739284,0.0,0.0,0.0,1103.957101992517
60,2011-03-03,77.01527625702751,-1238.6304004691565,4356.380202478232,77.01527625702751,77.01527625702751,1349.6812989290554,1349.6812989290554,1349.6812989290554,701.9639963813261,701.9639963813261,701.9639963813261,-404.5391979961208,-404.5391979961208,-404.5391979961208,703.8918554617959,703.8918554617959,703.8918554617959,348.364645082054,348.364645082054,348.364645082054,0.0,0.0,0.0,1426.696575186083
61,2011-03-04,77.35064955884992,-2629.1737858463457,3301.3265909053684,77.35064955884992,77.35064955884992,343.19443158672476,343.19443158672476,343.19443158672476,701.9639963813261,701.9639963813261,701.9639963813261,-1123.4767456725745,-1123.4767456725745,-1123.4767456725745,1018.3161462125528,1018.3161462125528,1018.3161462125528,-253.60896533458035,-253.60896533458035,-253.60896533458035,0.0,0.0,0.0,420.54508114557467
62,2011-03-05,77.68602286067232,-2401.7735066955447,3413.6101204130177,77.68602286067232,77.68602286067232,344.48037225312055,344.48037225312055,344.48037225312055,701.9639963813261,701.9639963813261,701.9639963813261,-705.0380266278379,-705.0380266278379,-705.0380266278379,-234.38543043111906,-234.38543043111906,-234.38543043111906,581.9398329307513,581.9398329307513,581.9398329307513,0.0,0.0,0.0,422.1663951137929
63,2011-03-06,78.02139616249472,-2895.711612163787,3036.8409498824394,78.02139616249472,78.02139616249472,-115.52593803081102,-115.52593803081102,-115.52593803081102,701.9639963813261,701.9639963813261,701.9639963813261,-135.7254423044161,-135.7254423044161,-135.7254423044161,-1254.1698477248503,-1254.1698477248503,-1254.1698477248503,572.4053556171297,572.4053556171297,572.4053556171297,0.0,0.0,0.0,-37.504541868316295
64,2011-03-07,78.35676946431714,-2984.3587381135703,3146.3633669008846,78.35676946431714,78.35676946431714,167.32988832209446,167.32988832209446,167.32988832209446,701.9639963813261,701.9639963813261,701.9639963813261,49.67895211434172,49.67895211434172,49.67895211434172,358.0990292814404,358.0990292814404,358.0990292814404,-942.4120894550135,-942.4120894550135,-942.4120894550135,0.0,0.0,0.0,245.68665778641162
65,2011-03-08,78.69214276613954,-831.2781024169841,5003.378391946556,78.69214276613954,78.69214276613954,1973.187511712821,1973.187511712821,1973.187511712821,701.9639963813261,701.9639963813261,701.9639963813261,103.58990199218411,103.58990199218411,103.58990199218411,515.5202245075852,515.5202245075852,515.5202245075852,652.1133888317258,652.1133888317258,652.1133888317258,0.0,0.0,0.0,2051.8796544789607
66,2011-03-09,79.02751606796195,-2746.5261873860095,2825.7996167516894,79.02751606796195,79.02751606796195,37.12250843136843,37.12250843136843,37.12250843136843,701.9639963813261,701.9639963813261,701.9639963813261,105.21911876724154,105.21911876724154,105.21911876724154,530.6440142386748,530.6440142386748,530.6440142386748,-1300.7046209558741,-1300.7046209558741,-1300.7046209558741,0.0,0.0,0.0,116.15002449933039
67,2011-03-10,79.36288936978437,-1476.9314745706322,4356.2430635206865,79.36288936978437,79.36288936978437,1403.2707674827986,1403.2707674827986,1403.2707674827986,701.9639963813261,701.9639963813261,701.9639963813261,901.9703083676152,901.9703083676152,901.9703083676152,703.8918554550274,703.8918554550274,703.8918554550274,-904.55539272117,-904.55539272117,-904.55539272117,0.0,0.0,0.0,1482.633656852583
68,2011-03-11,79.69826288770439,-1511.4162780421032,4168.64255685408,79.69826288770439,79.69826288770439,1311.625323505846,1311.625323505846,1311.625323505846,701.9639963813261,701.9639963813261,701.9639963813261,749.6321829939166,749.6321829939166,749.6321829939166,1018.316146215032,1018.316146215032,1018.316146215032,-1158.2870020844296,-1158.2870020844296,-1158.2870020844296,0.0,0.0,0.0,1391.3235863935504
